Flight Information:     	                       	                       	   	                   	                	           	             	     	              	     	           	           	        
Launch Date:            	                       	Monday, August 21, 2017	   	                   	Launch Time:    	           	5:05:44 PM   	     	End of Ascent:	     	           	12:48:02 AM	        
Station name:           	                       	                       	   	                   	Number of sonde:	           	00608629     	     	              	     	           	           	        
Ground values:          	                       	                       	   	                   	                	           	             	     	              	     	           	           	        
Pressure:               	                       	871.7 hPa              	   	                   	Temperature:    	           	27.2 °C      	     	Humidity:     	     	           	33 %       	        
Wind Direction:         	                       	333 °                  	   	                   	Wind Speed:     	           	6 m/s        	     	Cloud group:  	     	           	9////      	        
Position:               	                       	                       	   	                   	                	           	             	     	              	     	           	           	        
Longitude:              	                       	-104.382 °             	   	                   	Latitude:       	           	41.915 °     	     	Altitude:     	     	           	1255 m     	        
Staff:                  	                       	                       	   	                   	                	           	             	     	              	     	           	           	        
Company:                	                       	                       	   	                   	                	           	             	     	              	     	           	           	        
Operator:               	                       	                       	   	                   	                	           	             	     	              	     	           	           	        
Events:                 	                       	                       	   	                   	                	           	             	     	              	     	           	           	        
Highest Point:          	                       	100.3 hPa              	   	                   	16570 m         	           	             	     	              	     	           	           	        
Tropopauses:            	                       	                       	   	                   	                	           	             	     	              	     	           	           	        
Max Winds:              	                       	1.: 183.3 hPa          	   	                   	                	           	             	     	              	     	           	           	        
Remarks:                	                       	                       	   	                   	                	           	             	     	              	     	           	           	        
                        	                       	                       	   	                   	                	           	             	     	              	     	           	           	        
Profile Data:           	                       	                       	   	                   	                	           	             	     	              	     	           	           	        
Time                    	P                      	T                      	Hu 	Ws                 	Wd              	Long.      	Lat.         	Alt  	Geopot        	Dewp.	Virt. Temp 	Rs         	D       
[sec]                   	[hPa]                  	[°C]                   	[%]	[m/s]              	[°]             	[°]        	[°]          	[m]  	[m]           	[°C] 	[°C]       	[m/s]      	[kg/m3] 
0                       	871.7                  	27.2                   	33 	6.0                	333             	-104.381770	41.915060    	1255 	1255          	9.5  	28.8       	0.0        	1.011248
2                       	870.6                  	27.0                   	33 	5.9                	334             	-104.381754	41.915010    	1266 	1266          	9.1  	28.5       	5.4        	1.010741
4                       	869.6                  	26.8                   	32 	5.9                	334             	-104.381738	41.914960    	1277 	1276          	8.7  	28.2       	5.4        	1.010236
6                       	868.6                  	26.6                   	32 	5.8                	335             	-104.381722	41.914910    	1287 	1287          	8.3  	28.0       	5.4        	1.009731
8                       	867.5                  	26.3                   	31 	5.7                	335             	-104.381707	41.914860    	1298 	1298          	8.0  	27.7       	5.4        	1.009362
10                      	866.5                  	26.1                   	31 	5.7                	336             	-104.381691	41.914810    	1309 	1308          	7.8  	27.4       	5.4        	1.009024
12                      	865.4                  	25.8                   	31 	5.6                	337             	-104.381675	41.914760    	1319 	1319          	7.6  	27.1       	5.4        	1.008688
14                      	864.4                  	25.5                   	31 	5.6                	337             	-104.381658	41.914709    	1330 	1330          	7.3  	26.9       	5.4        	1.008349
16                      	863.3                  	25.3                   	31 	5.5                	338             	-104.381598	41.914573    	1341 	1340          	7.1  	26.6       	5.4        	1.008012
18                      	862.3                  	25.0                   	31 	5.4                	339             	-104.381538	41.914438    	1352 	1351          	6.8  	26.3       	5.3        	1.007675
20                      	861.2                  	24.8                   	31 	5.4                	340             	-104.381478	41.914303    	1362 	1361          	6.7  	26.1       	5.3        	1.007174
22                      	860.2                  	24.7                   	31 	5.3                	340             	-104.381419	41.914167    	1373 	1372          	6.7  	26.0       	5.3        	1.006333
24                      	859.1                  	24.6                   	32 	5.3                	341             	-104.381359	41.914032    	1383 	1383          	6.6  	25.8       	5.3        	1.005492
26                      	858.1                  	24.5                   	32 	5.2                	342             	-104.381299	41.913897    	1394 	1393          	6.6  	25.7       	5.3        	1.004651
28                      	857.1                  	24.3                   	32 	5.2                	343             	-104.381239	41.913762    	1405 	1404          	6.6  	25.6       	5.3        	1.003810
30                      	856.0                  	24.2                   	32 	5.1                	343             	-104.381179	41.913626    	1415 	1415          	6.6  	25.5       	5.3        	1.002970
32                      	855.0                  	24.1                   	32 	5.3                	344             	-104.381119	41.913491    	1426 	1425          	6.6  	25.4       	5.3        	1.002130
34                      	853.9                  	24.0                   	33 	5.6                	344             	-104.381059	41.913356    	1437 	1436          	6.6  	25.3       	5.3        	1.001275
36                      	852.9                  	23.9                   	33 	5.8                	344             	-104.380999	41.913220    	1447 	1446          	6.6  	25.2       	5.3        	1.000401
38                      	851.9                  	23.8                   	33 	6.0                	344             	-104.380939	41.913085    	1458 	1457          	6.6  	25.1       	5.3        	0.999527
40                      	850.8                  	23.7                   	33 	6.3                	344             	-104.380879	41.912950    	1469 	1468          	6.7  	25.0       	5.3        	0.998654
42                      	849.8                  	23.6                   	34 	6.5                	344             	-104.380819	41.912814    	1479 	1478          	6.7  	24.9       	5.3        	0.997782
44                      	848.8                  	23.5                   	34 	6.7                	344             	-104.380759	41.912679    	1490 	1489          	6.7  	24.8       	5.3        	0.996909
46                      	847.7                  	23.4                   	34 	6.9                	345             	-104.380699	41.912544    	1500 	1500          	6.7  	24.7       	5.3        	0.996037
48                      	846.7                  	23.3                   	34 	7.2                	345             	-104.380642	41.912406    	1511 	1510          	6.7  	24.6       	5.3        	0.995176
50                      	845.6                  	23.2                   	35 	7.4                	345             	-104.380605	41.912252    	1522 	1521          	6.7  	24.5       	5.5        	0.994223
52                      	844.5                  	23.1                   	35 	7.6                	345             	-104.380568	41.912099    	1534 	1533          	6.7  	24.4       	5.9        	0.993271
54                      	843.3                  	23.0                   	35 	7.9                	345             	-104.380530	41.911945    	1546 	1545          	6.7  	24.3       	5.9        	0.992320
56                      	842.2                  	22.9                   	35 	8.1                	345             	-104.380493	41.911792    	1557 	1557          	6.7  	24.2       	5.9        	0.991343
58                      	841.1                  	22.8                   	35 	8.3                	345             	-104.380456	41.911638    	1569 	1568          	6.6  	24.1       	5.9        	0.990366
60                      	839.9                  	22.6                   	35 	8.5                	345             	-104.380419	41.911484    	1581 	1580          	6.6  	23.9       	5.9        	0.989390
62                      	838.8                  	22.5                   	36 	8.6                	346             	-104.380381	41.911331    	1593 	1592          	6.6  	23.8       	5.9        	0.988421
64                      	837.7                  	22.4                   	36 	8.6                	346             	-104.380344	41.911177    	1604 	1604          	6.6  	23.7       	5.9        	0.987456
66                      	836.5                  	22.3                   	36 	8.6                	347             	-104.380307	41.911024    	1616 	1615          	6.5  	23.6       	5.9        	0.986492
68                      	835.4                  	22.2                   	36 	8.6                	347             	-104.380270	41.910870    	1628 	1627          	6.5  	23.5       	5.9        	0.985528
70                      	834.3                  	22.1                   	36 	8.6                	347             	-104.380232	41.910716    	1640 	1639          	6.5  	23.4       	5.9        	0.984564
72                      	833.1                  	22.0                   	36 	8.6                	348             	-104.380195	41.910563    	1652 	1651          	6.4  	23.3       	5.9        	0.983602
74                      	832.0                  	21.9                   	37 	8.6                	348             	-104.380158	41.910409    	1663 	1662          	6.4  	23.2       	5.9        	0.982629
76                      	830.9                  	21.8                   	37 	8.7                	349             	-104.380121	41.910255    	1675 	1674          	6.3  	23.0       	5.9        	0.981665
78                      	829.7                  	21.6                   	37 	8.7                	349             	-104.380087	41.910100    	1687 	1686          	6.3  	22.9       	6.0        	0.980703
80                      	828.5                  	21.5                   	37 	8.7                	350             	-104.380064	41.909940    	1700 	1699          	6.3  	22.8       	6.6        	0.979600
82                      	827.2                  	21.4                   	37 	8.7                	350             	-104.380042	41.909781    	1713 	1712          	6.3  	22.7       	6.6        	0.978498
84                      	826.0                  	21.3                   	37 	8.7                	351             	-104.380019	41.909621    	1726 	1725          	6.2  	22.6       	6.6        	0.977397
86                      	824.7                  	21.2                   	38 	8.8                	351             	-104.379996	41.909461    	1740 	1739          	6.2  	22.5       	6.6        	0.976296
88                      	823.5                  	21.1                   	38 	8.8                	351             	-104.379973	41.909301    	1753 	1752          	6.2  	22.4       	6.6        	0.975206
90                      	822.2                  	20.9                   	38 	8.8                	352             	-104.379951	41.909141    	1766 	1765          	6.1  	22.2       	6.6        	0.974141
92                      	821.0                  	20.8                   	38 	8.8                	352             	-104.379928	41.908981    	1779 	1778          	6.1  	22.1       	6.6        	0.973075
94                      	819.7                  	20.7                   	38 	8.8                	352             	-104.379905	41.908822    	1792 	1791          	6.1  	22.0       	6.6        	0.972011
96                      	818.5                  	20.6                   	39 	8.8                	353             	-104.379883	41.908662    	1805 	1804          	6.0  	21.8       	6.6        	0.970948
98                      	817.3                  	20.5                   	39 	8.8                	353             	-104.379860	41.908502    	1818 	1817          	6.0  	21.7       	6.6        	0.969885
100                     	816.0                  	20.3                   	39 	8.8                	353             	-104.379837	41.908342    	1831 	1830          	5.9  	21.6       	6.6        	0.968823
102                     	814.8                  	20.2                   	39 	8.8                	354             	-104.379814	41.908182    	1844 	1843          	5.9  	21.5       	6.6        	0.967760
104                     	813.5                  	20.1                   	39 	8.8                	354             	-104.379792	41.908023    	1858 	1856          	5.9  	21.3       	6.6        	0.966687
106                     	812.3                  	20.0                   	40 	8.8                	354             	-104.379789	41.907854    	1871 	1870          	5.9  	21.2       	6.6        	0.965616
108                     	811.1                  	19.8                   	40 	8.8                	354             	-104.379794	41.907682    	1884 	1883          	5.9  	21.1       	6.6        	0.964546
110                     	809.8                  	19.7                   	40 	8.8                	355             	-104.379798	41.907511    	1897 	1896          	5.9  	21.0       	6.6        	0.963470
112                     	808.6                  	19.6                   	41 	8.9                	355             	-104.379803	41.907339    	1910 	1909          	5.8  	20.9       	6.6        	0.962395
114                     	807.3                  	19.5                   	41 	8.9                	356             	-104.379807	41.907168    	1924 	1922          	5.8  	20.7       	6.6        	0.961322
116                     	806.1                  	19.3                   	41 	9.0                	357             	-104.379812	41.906996    	1937 	1936          	5.8  	20.6       	6.6        	0.960248
118                     	804.9                  	19.2                   	41 	9.0                	358             	-104.379816	41.906825    	1950 	1949          	5.8  	20.5       	6.6        	0.959175
120                     	803.6                  	19.1                   	42 	9.1                	358             	-104.379821	41.906653    	1963 	1962          	5.8  	20.4       	6.6        	0.958104
122                     	802.4                  	19.0                   	42 	9.2                	359             	-104.379825	41.906481    	1977 	1975          	5.8  	20.2       	6.6        	0.957032
124                     	801.2                  	18.9                   	42 	9.2                	360             	-104.379830	41.906310    	1990 	1989          	5.8  	20.1       	6.6        	0.955961
126                     	799.9                  	18.7                   	42 	9.3                	360             	-104.379834	41.906138    	2003 	2002          	5.7  	20.0       	6.6        	0.954892
128                     	798.7                  	18.6                   	43 	9.3                	001             	-104.379839	41.905967    	2016 	2015          	5.7  	19.9       	6.6        	0.953818
130                     	797.5                  	18.5                   	43 	9.4                	002             	-104.379843	41.905795    	2030 	2028          	5.7  	19.8       	6.6        	0.952717
132                     	796.2                  	18.4                   	43 	9.5                	002             	-104.379848	41.905623    	2043 	2041          	5.7  	19.7       	6.6        	0.951618
134                     	795.0                  	18.3                   	44 	9.6                	002             	-104.379852	41.905452    	2056 	2055          	5.7  	19.5       	6.6        	0.950518
136                     	793.8                  	18.2                   	44 	9.7                	002             	-104.379857	41.905280    	2069 	2068          	5.7  	19.4       	6.6        	0.949420
138                     	792.6                  	18.0                   	44 	9.9                	003             	-104.379861	41.905109    	2082 	2081          	5.6  	19.3       	6.6        	0.948323
140                     	791.4                  	17.9                   	44 	10.0               	003             	-104.379878	41.904925    	2095 	2094          	5.6  	19.2       	6.3        	0.947336
142                     	790.3                  	17.8                   	45 	10.1               	003             	-104.379903	41.904734    	2107 	2106          	5.6  	19.1       	6.0        	0.946346
144                     	789.2                  	17.7                   	45 	10.2               	003             	-104.379927	41.904542    	2119 	2118          	5.6  	19.0       	6.0        	0.945350
146                     	788.1                  	17.6                   	45 	10.3               	004             	-104.379952	41.904351    	2131 	2130          	5.5  	18.9       	6.0        	0.944372
148                     	786.9                  	17.5                   	45 	10.4               	004             	-104.379977	41.904159    	2143 	2142          	5.5  	18.8       	6.0        	0.943394
150                     	785.8                  	17.4                   	45 	10.6               	004             	-104.380002	41.903967    	2155 	2154          	5.5  	18.7       	6.0        	0.942418
152                     	784.7                  	17.3                   	46 	10.6               	004             	-104.380027	41.903776    	2167 	2166          	5.5  	18.5       	6.0        	0.941441
154                     	783.6                  	17.2                   	46 	10.6               	004             	-104.380051	41.903584    	2180 	2178          	5.4  	18.4       	6.0        	0.940466
156                     	782.5                  	17.1                   	46 	10.6               	005             	-104.380076	41.903393    	2192 	2190          	5.4  	18.3       	6.0        	0.939522
158                     	781.4                  	16.9                   	46 	10.6               	005             	-104.380101	41.903201    	2204 	2202          	5.3  	18.2       	6.0        	0.938594
160                     	780.3                  	16.8                   	46 	10.7               	005             	-104.380126	41.903010    	2216 	2214          	5.3  	18.1       	6.0        	0.937667
162                     	779.2                  	16.7                   	47 	10.7               	005             	-104.380151	41.902818    	2228 	2226          	5.2  	17.9       	6.0        	0.936741
164                     	778.1                  	16.6                   	47 	10.7               	006             	-104.380175	41.902627    	2240 	2238          	5.2  	17.8       	6.0        	0.935815
166                     	777.0                  	16.4                   	47 	10.7               	006             	-104.380200	41.902435    	2252 	2250          	5.1  	17.7       	6.0        	0.934890
168                     	775.9                  	16.3                   	47 	10.8               	006             	-104.380225	41.902243    	2264 	2263          	5.1  	17.5       	6.0        	0.933965
170                     	774.8                  	16.2                   	47 	10.8               	006             	-104.380250	41.902050    	2276 	2275          	5.0  	17.4       	6.0        	0.933042
172                     	773.7                  	16.1                   	47 	10.8               	006             	-104.380274	41.901849    	2288 	2286          	4.9  	17.3       	5.8        	0.932089
174                     	772.7                  	16.0                   	47 	10.8               	006             	-104.380298	41.901647    	2299 	2298          	4.8  	17.2       	5.8        	0.931138
176                     	771.6                  	15.9                   	47 	10.9               	006             	-104.380322	41.901446    	2311 	2310          	4.6  	17.1       	5.8        	0.930197
178                     	770.6                  	15.8                   	47 	10.9               	006             	-104.380346	41.901245    	2323 	2321          	4.5  	17.0       	5.8        	0.929258
180                     	769.5                  	15.7                   	47 	10.9               	006             	-104.380370	41.901043    	2334 	2333          	4.4  	16.9       	5.8        	0.928320
182                     	768.4                  	15.6                   	47 	10.9               	006             	-104.380394	41.900842    	2346 	2345          	4.3  	16.7       	5.8        	0.927381
184                     	767.4                  	15.6                   	46 	11.0               	006             	-104.380418	41.900640    	2358 	2356          	4.0  	16.7       	5.8        	0.926129
186                     	766.3                  	15.6                   	44 	11.0               	006             	-104.380442	41.900439    	2369 	2368          	3.6  	16.7       	5.8        	0.924796
188                     	765.3                  	15.6                   	43 	11.0               	006             	-104.380466	41.900238    	2381 	2379          	3.1  	16.7       	5.8        	0.923464
190                     	764.2                  	15.6                   	42 	11.1               	006             	-104.380489	41.900036    	2393 	2391          	2.7  	16.7       	5.8        	0.922135
192                     	763.2                  	15.6                   	40 	11.1               	006             	-104.380513	41.899835    	2405 	2403          	2.3  	16.7       	5.8        	0.920808
194                     	762.1                  	15.7                   	39 	11.2               	005             	-104.380537	41.899634    	2416 	2414          	1.8  	16.7       	5.8        	0.919482
196                     	761.1                  	15.7                   	38 	11.3               	005             	-104.380561	41.899432    	2428 	2426          	1.3  	16.6       	5.8        	0.918180
198                     	760.0                  	15.6                   	37 	11.3               	004             	-104.380585	41.899231    	2440 	2438          	1.0  	16.5       	5.8        	0.917171
200                     	758.9                  	15.5                   	37 	11.4               	004             	-104.380582	41.899022    	2452 	2451          	0.7  	16.4       	6.4        	0.915993
202                     	757.7                  	15.4                   	36 	11.5               	004             	-104.380561	41.898808    	2466 	2464          	0.4  	16.3       	6.7        	0.914818
204                     	756.5                  	15.3                   	35 	11.5               	003             	-104.380539	41.898594    	2479 	2477          	0.2  	16.2       	6.7        	0.913644
206                     	755.3                  	15.3                   	35 	11.6               	003             	-104.380518	41.898380    	2493 	2491          	-0.1 	16.1       	6.7        	0.912445
208                     	754.1                  	15.2                   	34 	11.7               	003             	-104.380497	41.898166    	2506 	2504          	-0.4 	16.0       	6.7        	0.911248
210                     	752.9                  	15.1                   	34 	11.7               	002             	-104.380476	41.897952    	2520 	2518          	-0.7 	16.0       	6.7        	0.910030
212                     	751.7                  	15.1                   	34 	11.7               	001             	-104.380455	41.897738    	2533 	2531          	-0.8 	15.9       	6.7        	0.908771
214                     	750.5                  	15.0                   	34 	11.8               	360             	-104.380433	41.897524    	2547 	2545          	-0.9 	15.8       	6.7        	0.907514
216                     	749.3                  	14.9                   	33 	11.8               	359             	-104.380412	41.897310    	2560 	2558          	-1.0 	15.8       	6.7        	0.906259
218                     	748.1                  	14.9                   	33 	11.8               	358             	-104.380391	41.897096    	2573 	2572          	-1.0 	15.7       	6.7        	0.905005
220                     	746.9                  	14.8                   	33 	11.8               	357             	-104.380370	41.896882    	2587 	2585          	-1.1 	15.6       	6.7        	0.903752
222                     	745.7                  	14.8                   	33 	11.9               	356             	-104.380348	41.896668    	2600 	2598          	-1.2 	15.6       	6.7        	0.902501
224                     	744.6                  	14.7                   	33 	11.9               	355             	-104.380327	41.896454    	2614 	2612          	-1.3 	15.5       	6.7        	0.901371
226                     	743.4                  	14.5                   	33 	11.9               	354             	-104.380306	41.896241    	2627 	2625          	-1.3 	15.4       	6.7        	0.900311
228                     	742.2                  	14.4                   	34 	12.0               	354             	-104.380285	41.896027    	2641 	2639          	-1.3 	15.2       	6.7        	0.899253
230                     	740.9                  	14.3                   	34 	12.0               	353             	-104.380245	41.895817    	2655 	2653          	-1.4 	15.1       	6.9        	0.898106
232                     	739.7                  	14.2                   	34 	12.0               	352             	-104.380143	41.895620    	2669 	2667          	-1.4 	15.0       	7.3        	0.896960
234                     	738.4                  	14.1                   	34 	11.9               	350             	-104.380042	41.895424    	2684 	2682          	-1.4 	14.9       	7.3        	0.895816
236                     	737.2                  	13.9                   	34 	11.9               	349             	-104.379941	41.895228    	2698 	2696          	-1.5 	14.8       	7.3        	0.894642
238                     	735.9                  	13.8                   	35 	11.8               	348             	-104.379839	41.895031    	2713 	2711          	-1.4 	14.6       	7.3        	0.893478
240                     	734.6                  	13.7                   	35 	11.8               	347             	-104.379738	41.894835    	2728 	2725          	-1.4 	14.5       	7.3        	0.892317
242                     	733.3                  	13.6                   	36 	11.8               	346             	-104.379637	41.894638    	2742 	2740          	-1.3 	14.4       	7.3        	0.891156
244                     	732.1                  	13.5                   	36 	11.7               	345             	-104.379535	41.894442    	2757 	2755          	-1.3 	14.3       	7.3        	0.889997
246                     	730.8                  	13.3                   	36 	11.7               	344             	-104.379434	41.894245    	2771 	2769          	-1.3 	14.2       	7.3        	0.888839
248                     	729.5                  	13.2                   	37 	11.7               	343             	-104.379333	41.894049    	2786 	2784          	-1.2 	14.0       	7.3        	0.887681
250                     	728.3                  	13.1                   	37 	11.7               	341             	-104.379231	41.893853    	2800 	2798          	-1.2 	13.9       	7.3        	0.886525
252                     	727.0                  	13.0                   	37 	11.7               	340             	-104.379130	41.893656    	2815 	2813          	-1.2 	13.9       	7.3        	0.885161
254                     	725.8                  	13.0                   	38 	11.7               	340             	-104.379029	41.893460    	2830 	2827          	-1.1 	13.8       	7.3        	0.883786
256                     	724.5                  	12.9                   	38 	11.7               	339             	-104.378927	41.893263    	2844 	2842          	-1.1 	13.8       	7.3        	0.882413
258                     	723.2                  	12.9                   	38 	11.7               	338             	-104.378826	41.893067    	2859 	2857          	-1.0 	13.7       	7.3        	0.881043
260                     	722.0                  	12.8                   	38 	11.7               	337             	-104.378725	41.892871    	2873 	2871          	-1.0 	13.7       	7.3        	0.879738
262                     	720.8                  	12.8                   	39 	11.7               	336             	-104.378609	41.892684    	2888 	2885          	-0.9 	13.6       	7.1        	0.878435
264                     	719.6                  	12.7                   	39 	11.7               	335             	-104.378461	41.892519    	2901 	2898          	-1.0 	13.6       	6.6        	0.877125
266                     	718.5                  	12.7                   	39 	11.7               	334             	-104.378313	41.892354    	2914 	2912          	-1.0 	13.6       	6.6        	0.875737
268                     	717.4                  	12.7                   	38 	11.7               	333             	-104.378165	41.892189    	2927 	2925          	-1.0 	13.6       	6.6        	0.874351
270                     	716.3                  	12.7                   	38 	11.7               	332             	-104.378017	41.892024    	2940 	2938          	-1.1 	13.6       	6.6        	0.872968
272                     	715.1                  	12.7                   	38 	11.6               	331             	-104.377869	41.891859    	2953 	2951          	-1.1 	13.6       	6.6        	0.871586
274                     	714.0                  	12.7                   	38 	11.5               	331             	-104.377721	41.891694    	2967 	2964          	-1.1 	13.6       	6.6        	0.870207
276                     	712.9                  	12.7                   	38 	11.4               	330             	-104.377573	41.891529    	2980 	2977          	-1.2 	13.6       	6.6        	0.868830
278                     	711.8                  	12.7                   	38 	11.4               	329             	-104.377425	41.891364    	2993 	2991          	-1.3 	13.6       	6.6        	0.867491
280                     	710.7                  	12.7                   	37 	11.3               	328             	-104.377277	41.891199    	3006 	3004          	-1.5 	13.5       	6.6        	0.866263
282                     	709.6                  	12.7                   	37 	11.2               	328             	-104.377129	41.891034    	3019 	3017          	-1.7 	13.5       	6.6        	0.865037
284                     	708.4                  	12.6                   	36 	11.1               	327             	-104.376981	41.890869    	3033 	3030          	-1.8 	13.4       	6.6        	0.863811
286                     	707.3                  	12.6                   	36 	11.0               	326             	-104.376833	41.890704    	3046 	3043          	-2.0 	13.4       	6.6        	0.862588
288                     	706.2                  	12.5                   	36 	10.9               	325             	-104.376685	41.890539    	3059 	3056          	-2.2 	13.3       	6.6        	0.861366
290                     	705.1                  	12.5                   	35 	10.8               	325             	-104.376537	41.890374    	3072 	3070          	-2.4 	13.3       	6.6        	0.860153
292                     	704.0                  	12.4                   	35 	10.7               	324             	-104.376388	41.890240    	3085 	3083          	-2.6 	13.2       	6.5        	0.858992
294                     	702.9                  	12.3                   	34 	10.6               	324             	-104.376240	41.890109    	3098 	3096          	-2.9 	13.1       	6.5        	0.857895
296                     	701.8                  	12.3                   	34 	10.5               	324             	-104.376092	41.889978    	3111 	3109          	-3.1 	13.0       	6.5        	0.856802
298                     	700.7                  	12.2                   	33 	10.4               	324             	-104.375943	41.889847    	3124 	3122          	-3.4 	12.9       	6.5        	0.855710
300                     	699.6                  	12.1                   	33 	10.3               	323             	-104.375795	41.889716    	3138 	3135          	-3.6 	12.8       	6.5        	0.854619
302                     	698.5                  	12.0                   	33 	10.2               	323             	-104.375646	41.889586    	3151 	3148          	-3.9 	12.7       	6.5        	0.853529
304                     	697.5                  	11.9                   	32 	10.1               	323             	-104.375498	41.889455    	3164 	3161          	-4.1 	12.6       	6.5        	0.852441
306                     	696.4                  	11.8                   	32 	10.0               	322             	-104.375349	41.889324    	3177 	3174          	-4.2 	12.5       	6.5        	0.851380
308                     	695.3                  	11.7                   	32 	9.9                	322             	-104.375201	41.889193    	3190 	3187          	-4.4 	12.4       	6.5        	0.850363
310                     	694.2                  	11.6                   	32 	9.8                	322             	-104.375053	41.889062    	3203 	3200          	-4.6 	12.3       	6.5        	0.849347
312                     	693.1                  	11.5                   	31 	9.7                	321             	-104.374904	41.888932    	3216 	3213          	-4.8 	12.2       	6.5        	0.848333
314                     	692.0                  	11.4                   	31 	9.6                	320             	-104.374756	41.888801    	3229 	3226          	-5.0 	12.1       	6.5        	0.847318
316                     	690.9                  	11.3                   	31 	9.6                	320             	-104.374607	41.888670    	3242 	3239          	-5.1 	12.0       	6.5        	0.846305
318                     	689.9                  	11.2                   	31 	9.5                	319             	-104.374459	41.888539    	3255 	3253          	-5.2 	11.9       	6.5        	0.845293
320                     	688.8                  	11.1                   	31 	9.5                	318             	-104.374310	41.888408    	3268 	3266          	-5.2 	11.8       	6.5        	0.844296
322                     	687.8                  	11.0                   	31 	9.4                	317             	-104.374149	41.888290    	3281 	3278          	-5.2 	11.7       	6.4        	0.843290
324                     	686.7                  	10.9                   	32 	9.3                	317             	-104.373975	41.888183    	3293 	3291          	-5.3 	11.6       	6.2        	0.842286
326                     	685.7                  	10.8                   	32 	9.3                	316             	-104.373802	41.888076    	3306 	3303          	-5.3 	11.5       	6.2        	0.841317
328                     	684.7                  	10.7                   	32 	9.2                	315             	-104.373629	41.887969    	3318 	3315          	-5.3 	11.4       	6.2        	0.840348
330                     	683.7                  	10.6                   	32 	9.2                	314             	-104.373456	41.887861    	3331 	3328          	-5.4 	11.3       	6.2        	0.839381
332                     	682.7                  	10.6                   	32 	9.2                	314             	-104.373283	41.887754    	3343 	3340          	-5.4 	11.2       	6.2        	0.838413
334                     	681.6                  	10.4                   	32 	9.2                	313             	-104.373110	41.887647    	3355 	3352          	-5.4 	11.1       	6.2        	0.837505
336                     	680.6                  	10.3                   	33 	9.3                	313             	-104.372937	41.887539    	3368 	3365          	-5.4 	11.0       	6.2        	0.836603
338                     	679.6                  	10.2                   	33 	9.3                	312             	-104.372764	41.887432    	3380 	3377          	-5.4 	10.8       	6.2        	0.835701
340                     	678.6                  	10.1                   	33 	9.4                	311             	-104.372590	41.887325    	3392 	3390          	-5.4 	10.7       	6.2        	0.834800
342                     	677.6                  	10.0                   	33 	9.4                	311             	-104.372417	41.887218    	3405 	3402          	-5.4 	10.6       	6.2        	0.833901
344                     	676.6                  	9.9                    	33 	9.4                	310             	-104.372244	41.887110    	3417 	3414          	-5.5 	10.5       	6.2        	0.833000
346                     	675.6                  	9.7                    	33 	9.5                	310             	-104.372071	41.887003    	3430 	3427          	-5.7 	10.4       	6.2        	0.832081
348                     	674.6                  	9.7                    	33 	9.5                	309             	-104.371898	41.886896    	3442 	3439          	-5.8 	10.3       	6.2        	0.831036
350                     	673.6                  	9.6                    	33 	9.6                	308             	-104.371725	41.886789    	3454 	3451          	-5.9 	10.2       	6.2        	0.829999
352                     	672.6                  	9.6                    	33 	9.5                	308             	-104.371552	41.886681    	3467 	3464          	-6.0 	10.2       	6.2        	0.828964
354                     	671.6                  	9.5                    	32 	9.4                	308             	-104.371374	41.886579    	3479 	3476          	-6.1 	10.1       	6.1        	0.827930
356                     	670.6                  	9.4                    	32 	9.4                	308             	-104.371192	41.886482    	3491 	3488          	-6.3 	10.0       	5.9        	0.826945
358                     	669.7                  	9.4                    	32 	9.3                	308             	-104.371009	41.886385    	3503 	3499          	-6.3 	10.0       	5.9        	0.825962
360                     	668.7                  	9.3                    	32 	9.2                	308             	-104.370827	41.886289    	3514 	3511          	-6.4 	9.9        	5.9        	0.825013
362                     	667.8                  	9.2                    	32 	9.1                	308             	-104.370644	41.886192    	3526 	3523          	-6.4 	9.8        	5.9        	0.824095
364                     	666.8                  	9.1                    	32 	9.1                	307             	-104.370462	41.886095    	3538 	3535          	-6.5 	9.7        	5.9        	0.823177
366                     	665.9                  	9.0                    	32 	9.0                	307             	-104.370279	41.885999    	3550 	3547          	-6.6 	9.6        	5.9        	0.822261
368                     	664.9                  	8.9                    	32 	8.9                	307             	-104.370097	41.885902    	3562 	3558          	-6.7 	9.5        	5.9        	0.821345
370                     	664.0                  	8.8                    	32 	8.8                	307             	-104.369914	41.885805    	3573 	3570          	-6.7 	9.4        	5.9        	0.820429
372                     	663.0                  	8.8                    	32 	8.9                	307             	-104.369731	41.885708    	3585 	3582          	-6.8 	9.3        	5.9        	0.819515
374                     	662.1                  	8.7                    	33 	9.0                	306             	-104.369549	41.885612    	3597 	3594          	-6.9 	9.2        	5.9        	0.818647
376                     	661.2                  	8.5                    	33 	9.1                	306             	-104.369366	41.885515    	3609 	3606          	-6.9 	9.1        	5.9        	0.817786
378                     	660.2                  	8.4                    	33 	9.2                	306             	-104.369184	41.885418    	3621 	3617          	-7.0 	9.0        	5.9        	0.816926
380                     	659.3                  	8.3                    	33 	9.3                	305             	-104.369001	41.885322    	3632 	3629          	-7.1 	8.9        	5.9        	0.816073
382                     	658.3                  	8.2                    	33 	9.4                	305             	-104.368819	41.885225    	3644 	3641          	-7.2 	8.8        	5.9        	0.815220
384                     	657.4                  	8.1                    	33 	9.5                	304             	-104.368625	41.885126    	3656 	3653          	-7.3 	8.7        	5.8        	0.814369
