altOfDetection_km,vert_wavelength_km,horiz_wavelength_km,propagation_dir,axial_ratio,int_vert_group vel_ms),int_horiz_group_vel_ms,int_vert_phase_spd_ms,int_horiz_phase_spd_ms),degreeofpolarization,stokes_param_Q
18.6339113636364,1.61000481948106,297.237386219412,164.384440751099,1.45165861577534,-0.0208005461576697,3.84017482247959,0.0395852539165909,7.3081876927497,0.937711217028325,-3.66959103226057
25.978,1.315,294.53,187,1.4099,-0.015606,3.4954,0.031403,7.0334,0.96626,-1.2112
28.685,0.62808,142.2,-15.356,1.4762,-0.0084982,1.924,0.015704,3.5555,0.9026,-0.24935
