altOfDetection_km,vert_wavelength_km,horiz_wavelength_km,propagation_dir,axial_ratio,int_vert_group vel_ms),int_horiz_group_vel_ms,int_vert_phase_spd_ms,int_horiz_phase_spd_ms),degreeofpolarization,stokes_param_Q
16.3386508560178,0.718224920776264,21.9630179036852,5.6399630577427,6.51828093352265,-0.0774268364521386,2.36768029907133,0.0792930836071439,2.42474935709536,0.72633159793746,-0.113290657508048
17.301,3.0082,318.23,137.8,2.0984,-0.082636,8.7418,0.10692,11.31,0.97223,-2.8382
21.912,1.4234,384.27,14.817,1.3029,-0.012906,3.4844,0.03141,8.4798,0.6775,-2.4222
